name,id,group,abbrev,snp,neg_nat_log,p
Placenta,E091,Other,PLCNT.FET,rs6430538,0,1
Thymus,E112,Thymus,THYM,rs6430538,0,1
Aorta,E065,Heart,VAS.AOR,rs6430538,0,1
Fetal Adrenal Gland,E080,Other,ADRL.GLND.FET,rs9275326,0,1
Brain Angular Gyrus,E067,Brain,BRN.ANG.GYR,rs9275326,0,1
Brain Anterior Caudate,E068,Brain,BRN.ANT.CAUD,rs9275326,0,1
Brain Cingulate Gyrus,E069,Brain,BRN.CING.GYR,rs9275326,0,1
Brain_Dorsolateral_Prefrontal_Cortex,E073,Brain,BRN.DL.PRFRNTL.CRTX,rs9275326,0,1
Brain Hippocampus Middle,E071,Brain,BRN.HIPP.MID,rs9275326,0,1
Brain Inferior Temporal Lobe,E072,Brain,BRN.INF.TMP,rs9275326,0,1
Brain Substantia Nigra,E074,Brain,BRN.SUB.NIG,rs9275326,0,1
Sigmoid Colon,E106,Digestive,GI.CLN.SIG,rs9275326,0,1
Duodenum Smooth Muscle,E078,Sm. Muscle,GI.DUO.SM.MUS,rs9275326,0,1
Fetal Intestine Large,E084,Digestive,GI.L.INT.FET,rs9275326,0,1
Rectal Mucosa Donor 29,E101,Digestive,GI.RECT.MUC.29,rs9275326,0,1
Rectal Mucosa Donor 31,E102,Digestive,GI.RECT.MUC.31,rs9275326,0,1
Rectal Smooth Muscle,E103,Sm. Muscle,GI.RECT.SM.MUS,rs9275326,0,1
Fetal Intestine Small,E085,Digestive,GI.S.INT.FET,rs9275326,0,1
Fetal Stomach,E092,Digestive,GI.STMC.FET,rs9275326,0,1
Stomach Smooth Muscle,E111,Sm. Muscle,GI.STMC.MUS,rs9275326,0,1
Left Ventricle,E095,Heart,HRT.VENT.L,rs9275326,0,1
Liver,E066,Other,LIV.ADLT,rs9275326,0,1
Fetal Muscle Leg,E090,Muscle,MUS.LEG.FET,rs9275326,0,1
Skeletal Muscle Female,E108,Muscle,MUS.SKLT.F,rs9275326,0,1
Ovary,E097,Other,OVRY,rs9275326,0,1
Placenta,E091,Other,PLCNT.FET,rs9275326,0,1
Thymus,E112,Thymus,THYM,rs9275326,0,1
Aorta,E065,Heart,VAS.AOR,rs9275326,0,1
Fetal Adrenal Gland,E080,Other,ADRL.GLND.FET,rs7155501,0,1
Brain Angular Gyrus,E067,Brain,BRN.ANG.GYR,rs7155501,0,1
Brain Anterior Caudate,E068,Brain,BRN.ANT.CAUD,rs7155501,0,1
Brain Cingulate Gyrus,E069,Brain,BRN.CING.GYR,rs7155501,0,1
Brain_Dorsolateral_Prefrontal_Cortex,E073,Brain,BRN.DL.PRFRNTL.CRTX,rs7155501,0,1
Brain Hippocampus Middle,E071,Brain,BRN.HIPP.MID,rs7155501,0,1
Brain Inferior Temporal Lobe,E072,Brain,BRN.INF.TMP,rs7155501,0,1
Brain Substantia Nigra,E074,Brain,BRN.SUB.NIG,rs7155501,0,1
Sigmoid Colon,E106,Digestive,GI.CLN.SIG,rs7155501,0,1
Duodenum Smooth Muscle,E078,Sm. Muscle,GI.DUO.SM.MUS,rs7155501,0,1
Fetal Intestine Large,E084,Digestive,GI.L.INT.FET,rs7155501,0,1
Rectal Mucosa Donor 29,E101,Digestive,GI.RECT.MUC.29,rs7155501,0,1
Rectal Mucosa Donor 31,E102,Digestive,GI.RECT.MUC.31,rs7155501,0,1
Rectal Smooth Muscle,E103,Sm. Muscle,GI.RECT.SM.MUS,rs7155501,0,1
Fetal Intestine Small,E085,Digestive,GI.S.INT.FET,rs7155501,0,1
Fetal Stomach,E092,Digestive,GI.STMC.FET,rs7155501,0,1
Stomach Smooth Muscle,E111,Sm. Muscle,GI.STMC.MUS,rs7155501,0,1
Left Ventricle,E095,Heart,HRT.VENT.L,rs7155501,0,1
Liver,E066,Other,LIV.ADLT,rs7155501,0,1
Fetal Muscle Leg,E090,Muscle,MUS.LEG.FET,rs7155501,0,1
Skeletal Muscle Female,E108,Muscle,MUS.SKLT.F,rs7155501,0,1
Ovary,E097,Other,OVRY,rs7155501,0,1
Placenta,E091,Other,PLCNT.FET,rs7155501,0,1
Thymus,E112,Thymus,THYM,rs7155501,0,1
Aorta,E065,Heart,VAS.AOR,rs7155501,0,1
Fetal Adrenal Gland,E080,Other,ADRL.GLND.FET,rs71628662,0,1
Brain Angular Gyrus,E067,Brain,BRN.ANG.GYR,rs71628662,0,1
Brain Anterior Caudate,E068,Brain,BRN.ANT.CAUD,rs71628662,0,1
Brain Cingulate Gyrus,E069,Brain,BRN.CING.GYR,rs71628662,0,1
Brain_Dorsolateral_Prefrontal_Cortex,E073,Brain,BRN.DL.PRFRNTL.CRTX,rs71628662,0,1
Brain Hippocampus Middle,E071,Brain,BRN.HIPP.MID,rs71628662,0,1
Brain Inferior Temporal Lobe,E072,Brain,BRN.INF.TMP,rs71628662,0,1
Brain Substantia Nigra,E074,Brain,BRN.SUB.NIG,rs71628662,0,1
Sigmoid Colon,E106,Digestive,GI.CLN.SIG,rs71628662,0,1
Duodenum Smooth Muscle,E078,Sm. Muscle,GI.DUO.SM.MUS,rs71628662,0,1
Fetal Intestine Large,E084,Digestive,GI.L.INT.FET,rs71628662,0,1
Rectal Mucosa Donor 29,E101,Digestive,GI.RECT.MUC.29,rs71628662,0,1
Rectal Mucosa Donor 31,E102,Digestive,GI.RECT.MUC.31,rs71628662,0,1
Rectal Smooth Muscle,E103,Sm. Muscle,GI.RECT.SM.MUS,rs71628662,0,1
Fetal Intestine Small,E085,Digestive,GI.S.INT.FET,rs71628662,0,1
Fetal Stomach,E092,Digestive,GI.STMC.FET,rs71628662,0,1
Stomach Smooth Muscle,E111,Sm. Muscle,GI.STMC.MUS,rs71628662,0,1
Left Ventricle,E095,Heart,HRT.VENT.L,rs71628662,0,1
Liver,E066,Other,LIV.ADLT,rs71628662,0,1
Fetal Muscle Leg,E090,Muscle,MUS.LEG.FET,rs71628662,0,1
Skeletal Muscle Female,E108,Muscle,MUS.SKLT.F,rs71628662,0,1
Ovary,E097,Other,OVRY,rs71628662,0,1
Placenta,E091,Other,PLCNT.FET,rs71628662,0,1
Thymus,E112,Thymus,THYM,rs71628662,0,1
Aorta,E065,Heart,VAS.AOR,rs71628662,0,1
Fetal Adrenal Gland,E080,Other,ADRL.GLND.FET,rs2414739,0,1
Brain Angular Gyrus,E067,Brain,BRN.ANG.GYR,rs2414739,0,1
Brain Anterior Caudate,E068,Brain,BRN.ANT.CAUD,rs2414739,0,1
Brain Cingulate Gyrus,E069,Brain,BRN.CING.GYR,rs2414739,0,1
Brain_Dorsolateral_Prefrontal_Cortex,E073,Brain,BRN.DL.PRFRNTL.CRTX,rs2414739,0,1
Brain Hippocampus Middle,E071,Brain,BRN.HIPP.MID,rs2414739,0,1
Brain Inferior Temporal Lobe,E072,Brain,BRN.INF.TMP,rs2414739,0,1
Brain Substantia Nigra,E074,Brain,BRN.SUB.NIG,rs2414739,0,1
Sigmoid Colon,E106,Digestive,GI.CLN.SIG,rs2414739,0,1
Duodenum Smooth Muscle,E078,Sm. Muscle,GI.DUO.SM.MUS,rs2414739,0,1
Fetal Intestine Large,E084,Digestive,GI.L.INT.FET,rs2414739,0,1
Rectal Mucosa Donor 29,E101,Digestive,GI.RECT.MUC.29,rs2414739,0,1
Rectal Mucosa Donor 31,E102,Digestive,GI.RECT.MUC.31,rs2414739,0,1
Rectal Smooth Muscle,E103,Sm. Muscle,GI.RECT.SM.MUS,rs2414739,0,1
Fetal Intestine Small,E085,Digestive,GI.S.INT.FET,rs2414739,0,1
Fetal Stomach,E092,Digestive,GI.STMC.FET,rs2414739,0,1
Stomach Smooth Muscle,E111,Sm. Muscle,GI.STMC.MUS,rs2414739,0,1
Left Ventricle,E095,Heart,HRT.VENT.L,rs2414739,0,1
Liver,E066,Other,LIV.ADLT,rs2414739,0,1
Fetal Muscle Leg,E090,Muscle,MUS.LEG.FET,rs2414739,0,1
Skeletal Muscle Female,E108,Muscle,MUS.SKLT.F,rs2414739,0,1
Ovary,E097,Other,OVRY,rs2414739,0,1
Placenta,E091,Other,PLCNT.FET,rs2414739,0,1
Thymus,E112,Thymus,THYM,rs2414739,0,1
Aorta,E065,Heart,VAS.AOR,rs2414739,0,1
Fetal Adrenal Gland,E080,Other,ADRL.GLND.FET,rs117896735,0,1
Brain Angular Gyrus,E067,Brain,BRN.ANG.GYR,rs117896735,0,1
Brain Anterior Caudate,E068,Brain,BRN.ANT.CAUD,rs117896735,0,1
Brain Cingulate Gyrus,E069,Brain,BRN.CING.GYR,rs117896735,0,1
Brain_Dorsolateral_Prefrontal_Cortex,E073,Brain,BRN.DL.PRFRNTL.CRTX,rs117896735,0,1
Brain Hippocampus Middle,E071,Brain,BRN.HIPP.MID,rs117896735,0,1
Brain Inferior Temporal Lobe,E072,Brain,BRN.INF.TMP,rs117896735,0,1
Brain Substantia Nigra,E074,Brain,BRN.SUB.NIG,rs117896735,0,1
Sigmoid Colon,E106,Digestive,GI.CLN.SIG,rs117896735,0,1
Duodenum Smooth Muscle,E078,Sm. Muscle,GI.DUO.SM.MUS,rs117896735,0,1
Fetal Intestine Large,E084,Digestive,GI.L.INT.FET,rs117896735,0,1
Rectal Mucosa Donor 29,E101,Digestive,GI.RECT.MUC.29,rs117896735,0,1
Rectal Mucosa Donor 31,E102,Digestive,GI.RECT.MUC.31,rs117896735,0,1
Rectal Smooth Muscle,E103,Sm. Muscle,GI.RECT.SM.MUS,rs117896735,0,1
Fetal Intestine Small,E085,Digestive,GI.S.INT.FET,rs117896735,0,1
Fetal Stomach,E092,Digestive,GI.STMC.FET,rs117896735,0,1
Stomach Smooth Muscle,E111,Sm. Muscle,GI.STMC.MUS,rs117896735,0,1
Left Ventricle,E095,Heart,HRT.VENT.L,rs117896735,0,1
Liver,E066,Other,LIV.ADLT,rs117896735,0,1
Fetal Muscle Leg,E090,Muscle,MUS.LEG.FET,rs117896735,0,1
Skeletal Muscle Female,E108,Muscle,MUS.SKLT.F,rs117896735,0,1
Ovary,E097,Other,OVRY,rs117896735,0,1
Placenta,E091,Other,PLCNT.FET,rs117896735,0,1
Thymus,E112,Thymus,THYM,rs117896735,0,1
Aorta,E065,Heart,VAS.AOR,rs117896735,0,1
Fetal Adrenal Gland,E080,Other,ADRL.GLND.FET,rs12637471,0,1
Brain Angular Gyrus,E067,Brain,BRN.ANG.GYR,rs12637471,0,1
Brain Anterior Caudate,E068,Brain,BRN.ANT.CAUD,rs12637471,0,1
Brain Cingulate Gyrus,E069,Brain,BRN.CING.GYR,rs12637471,0,1
Brain_Dorsolateral_Prefrontal_Cortex,E073,Brain,BRN.DL.PRFRNTL.CRTX,rs12637471,0,1
Brain Hippocampus Middle,E071,Brain,BRN.HIPP.MID,rs12637471,0,1
Brain Inferior Temporal Lobe,E072,Brain,BRN.INF.TMP,rs12637471,0,1
Brain Substantia Nigra,E074,Brain,BRN.SUB.NIG,rs12637471,0,1
Sigmoid Colon,E106,Digestive,GI.CLN.SIG,rs12637471,0,1
Duodenum Smooth Muscle,E078,Sm. Muscle,GI.DUO.SM.MUS,rs12637471,0,1
Fetal Intestine Large,E084,Digestive,GI.L.INT.FET,rs12637471,0,1
Rectal Mucosa Donor 29,E101,Digestive,GI.RECT.MUC.29,rs12637471,0,1
Rectal Mucosa Donor 31,E102,Digestive,GI.RECT.MUC.31,rs12637471,0,1
Rectal Smooth Muscle,E103,Sm. Muscle,GI.RECT.SM.MUS,rs12637471,0,1
Fetal Intestine Small,E085,Digestive,GI.S.INT.FET,rs12637471,0,1
Fetal Stomach,E092,Digestive,GI.STMC.FET,rs12637471,0,1
Stomach Smooth Muscle,E111,Sm. Muscle,GI.STMC.MUS,rs12637471,0,1
Left Ventricle,E095,Heart,HRT.VENT.L,rs12637471,0,1
Liver,E066,Other,LIV.ADLT,rs12637471,0,1
Fetal Muscle Leg,E090,Muscle,MUS.LEG.FET,rs12637471,0,1
Skeletal Muscle Female,E108,Muscle,MUS.SKLT.F,rs12637471,0,1
Ovary,E097,Other,OVRY,rs12637471,0,1
Placenta,E091,Other,PLCNT.FET,rs12637471,0,1
Thymus,E112,Thymus,THYM,rs12637471,0,1
Aorta,E065,Heart,VAS.AOR,rs12637471,0,1
Fetal Adrenal Gland,E080,Other,ADRL.GLND.FET,rs10797576,0,1
Brain Angular Gyrus,E067,Brain,BRN.ANG.GYR,rs10797576,0,1
Brain Anterior Caudate,E068,Brain,BRN.ANT.CAUD,rs10797576,0,1
Brain Cingulate Gyrus,E069,Brain,BRN.CING.GYR,rs10797576,0,1
Brain_Dorsolateral_Prefrontal_Cortex,E073,Brain,BRN.DL.PRFRNTL.CRTX,rs10797576,0,1
Brain Hippocampus Middle,E071,Brain,BRN.HIPP.MID,rs10797576,0,1
Brain Inferior Temporal Lobe,E072,Brain,BRN.INF.TMP,rs10797576,0,1
Brain Substantia Nigra,E074,Brain,BRN.SUB.NIG,rs10797576,0,1
Sigmoid Colon,E106,Digestive,GI.CLN.SIG,rs10797576,0,1
Duodenum Smooth Muscle,E078,Sm. Muscle,GI.DUO.SM.MUS,rs10797576,0,1
Fetal Intestine Large,E084,Digestive,GI.L.INT.FET,rs10797576,0,1
Rectal Mucosa Donor 29,E101,Digestive,GI.RECT.MUC.29,rs10797576,0,1
Rectal Mucosa Donor 31,E102,Digestive,GI.RECT.MUC.31,rs10797576,0,1
Rectal Smooth Muscle,E103,Sm. Muscle,GI.RECT.SM.MUS,rs10797576,0,1
Fetal Intestine Small,E085,Digestive,GI.S.INT.FET,rs10797576,0,1
Fetal Stomach,E092,Digestive,GI.STMC.FET,rs10797576,0,1
Stomach Smooth Muscle,E111,Sm. Muscle,GI.STMC.MUS,rs10797576,0,1
Liver,E066,Other,LIV.ADLT,rs10797576,0,1
Fetal Muscle Leg,E090,Muscle,MUS.LEG.FET,rs10797576,0,1
Skeletal Muscle Female,E108,Muscle,MUS.SKLT.F,rs10797576,0,1
Ovary,E097,Other,OVRY,rs10797576,0,1
Placenta,E091,Other,PLCNT.FET,rs10797576,0,1
Thymus,E112,Thymus,THYM,rs10797576,0,1
Aorta,E065,Heart,VAS.AOR,rs10797576,0,1
Fetal Adrenal Gland,E080,Other,ADRL.GLND.FET,rs199347,0,1
Brain Angular Gyrus,E067,Brain,BRN.ANG.GYR,rs199347,0,1
Brain Cingulate Gyrus,E069,Brain,BRN.CING.GYR,rs199347,0,1
Brain_Dorsolateral_Prefrontal_Cortex,E073,Brain,BRN.DL.PRFRNTL.CRTX,rs199347,0,1
Brain Hippocampus Middle,E071,Brain,BRN.HIPP.MID,rs199347,0,1
Brain Inferior Temporal Lobe,E072,Brain,BRN.INF.TMP,rs199347,0,1
Brain Substantia Nigra,E074,Brain,BRN.SUB.NIG,rs199347,0,1
Sigmoid Colon,E106,Digestive,GI.CLN.SIG,rs199347,0,1
Duodenum Smooth Muscle,E078,Sm. Muscle,GI.DUO.SM.MUS,rs199347,0,1
Fetal Intestine Large,E084,Digestive,GI.L.INT.FET,rs199347,0,1
Rectal Mucosa Donor 29,E101,Digestive,GI.RECT.MUC.29,rs199347,0,1
Rectal Mucosa Donor 31,E102,Digestive,GI.RECT.MUC.31,rs199347,0,1
Rectal Smooth Muscle,E103,Sm. Muscle,GI.RECT.SM.MUS,rs199347,0,1
Fetal Intestine Small,E085,Digestive,GI.S.INT.FET,rs199347,0,1
Fetal Stomach,E092,Digestive,GI.STMC.FET,rs199347,0,1
Stomach Smooth Muscle,E111,Sm. Muscle,GI.STMC.MUS,rs199347,0,1
Liver,E066,Other,LIV.ADLT,rs199347,0,1
Fetal Muscle Leg,E090,Muscle,MUS.LEG.FET,rs199347,0,1
Skeletal Muscle Female,E108,Muscle,MUS.SKLT.F,rs199347,0,1
Ovary,E097,Other,OVRY,rs199347,0,1
Placenta,E091,Other,PLCNT.FET,rs199347,0,1
Thymus,E112,Thymus,THYM,rs199347,0,1
Aorta,E065,Heart,VAS.AOR,rs199347,0,1
